Fecha,Cliente,Region,ProductoID,Producto,Cantidad,PrecioUnitario,Revenue,Cantidad_scaled,PrecioUnitario_scaled,Revenue_Bracket,Order_Size,Revenue_log,Year,Month,Quarter,DayOfWeek,Is_Weekend,Revenue_per_Unit,Region_Norte,Region_Sur,Prod_Audífonos,Prod_Cámaras Web,Prod_Impresoras,Prod_Laptops,Prod_Monitores,Prod_Ratones,Prod_Teclados
2023-08-22,BetaTech,Norte,IMP-006,Impresoras,14,552.4,7733.599999999999,1.4075651681897898,-0.1487903548570827,High,Large,8.953459048677114,2023,8,3,1,0,552.4,True,False,False,False,True,False,False,False,False
2024-03-01,DataCenter,Norte,IMP-006,Impresoras,7,385.34,2697.3799999999997,-0.1800848764973723,-0.6424493796984843,Medium,Medium,7.900406871920388,2024,3,1,4,0,385.34,True,False,False,False,True,False,False,False,False
2023-09-19,AlphaSys,Sur,TEC-003,Teclados,11,1108.74,12196.14,0.7271437204667204,1.495183438272723,High,Large,9.408956777009717,2023,9,3,1,0,1108.74,False,True,False,False,False,False,False,False,True
2023-03-10,DataCenter,Norte,MON-002,Monitores,2,526.77,1053.54,-1.3141206227024882,-0.22452650238901806,Low,Small,6.9608599318689155,2023,3,1,4,0,526.77,True,False,False,False,False,False,True,False,False
2024-01-17,InnovaCorp,Centro,LAP-001,Laptops,10,1148.6,11486.0,0.5003365712256972,1.6129689568299972,High,Medium,9.348971240145405,2024,1,1,2,0,1148.6,False,False,False,False,False,True,False,False,False
2024-07-29,AlphaSys,Sur,MON-002,Monitores,7,434.01,3038.0699999999997,-0.1800848764973723,-0.4986304838584805,Medium,Medium,8.019306826544245,2024,7,3,0,0,434.00999999999993,False,True,False,False,False,False,True,False,False
2024-11-12,BetaTech,Norte,LAP-001,Laptops,5,726.49,3632.45,-0.6336991749794186,0.3656421821633866,Medium,Medium,8.19793788912535,2024,11,4,1,0,726.49,True,False,False,False,False,True,False,False,False
2023-12-27,DataCenter,Norte,MOU-004,Ratones,3,793.23,2379.69,-1.087313473461465,0.5628575737467407,Medium,Small,7.775145640614394,2023,12,4,2,0,793.23,True,False,False,False,False,False,False,True,False
2023-08-18,DataCenter,Norte,IMP-006,Impresoras,14,674.17,9438.38,1.4075651681897898,0.21103760788048137,High,Large,9.152645579016552,2023,8,3,4,0,674.17,True,False,False,False,True,False,False,False,False
2023-04-28,MegaStore,Sur,MOU-004,Ratones,13,523.5,6805.5,1.1807580189487668,-0.23418928828169958,High,Large,8.825633316952528,2023,4,2,4,0,523.5,False,True,False,False,False,False,False,True,False
2024-07-28,TecnoShop,Norte,AUD-005,Audífonos,1,228.79,228.79,-1.5409277719435113,-1.1050515605851203,Low,Small,5.437165848366845,2024,7,3,6,1,228.79,True,False,True,False,False,False,False,False,False
2024-12-20,MegaStore,Sur,IMP-006,Impresoras,6,22.24,133.44,-0.40689202573839545,-1.7154027612375293,Low,Medium,4.901118002856905,2024,12,4,4,0,22.24,False,True,False,False,True,False,False,False,False
2023-05-27,BetaTech,Norte,MON-002,Monitores,3,893.05,2679.1499999999996,-1.087313473461465,0.8578237168071302,Medium,Small,7.893628042087886,2023,5,2,5,1,893.0499999999998,True,False,False,False,False,False,True,False,False
2023-02-01,DataCenter,Norte,MOU-004,Ratones,7,512.5,3587.5,-0.1800848764973723,-0.2666940726301697,Medium,Medium,8.185489566870126,2023,2,1,2,0,512.5,True,False,False,False,False,False,False,True,False
2023-12-16,InnovaCorp,Centro,IMP-006,Impresoras,5,870.09,4350.45,-0.6336991749794186,0.7899773669306874,Medium,Medium,8.37826440187285,2023,12,4,5,1,870.0899999999999,False,False,False,False,True,False,False,False,False
2024-08-04,DataCenter,Norte,LAP-001,Laptops,3,201.53,604.59,-1.087313473461465,-1.1856043261614198,Low,Small,6.406203189437368,2024,8,3,6,1,201.53,True,False,False,False,False,True,False,False,False
2024-09-24,TecnoShop,Norte,MON-002,Monitores,5,540.09,2700.4500000000003,-0.6336991749794186,-0.18516616352341592,Medium,Medium,7.901543944876676,2024,9,3,1,0,540.09,True,False,False,False,False,False,True,False,False
2024-03-10,GammaRed,Centro,ALM-008,Almacenamiento,7,338.7,2370.9,-0.1800848764973723,-0.7802696653359975,Medium,Medium,7.771446600712901,2024,3,1,6,1,338.7,False,False,False,False,False,False,False,False,False
2024-06-08,DataCenter,Norte,IMP-006,Impresoras,7,146.4,1024.8,-0.1800848764973723,-1.3485123953551614,Low,Medium,6.933228074955168,2024,6,2,5,1,146.4,True,False,False,False,True,False,False,False,False
2024-11-25,GammaRed,Centro,AUD-005,Audífonos,1,276.31,276.31,-1.5409277719435113,-0.9646308921997293,Low,Small,5.625136013998199,2024,11,4,0,0,276.31,False,False,True,False,False,False,False,False,False
2024-09-05,TecnoShop,Norte,LAP-001,Laptops,4,372.18,1488.72,-0.8605063242204418,-0.6813369217008356,Low,Small,7.306343461817343,2024,9,3,3,0,372.18,True,False,False,False,False,True,False,False,False
2023-08-05,InnovaCorp,Centro,AUD-005,Audífonos,5,403.82,2019.1,-0.6336991749794186,-0.5878413419930544,Low,Medium,7.610902294120415,2023,8,3,5,1,403.82,False,False,True,False,False,False,False,False,False
2023-01-08,GammaRed,Centro,WEB-007,Cámaras Web,3,168.09,504.27,-1.087313473461465,-1.2844188705807686,Low,Small,6.225092939864466,2023,1,1,6,1,168.09,False,False,False,True,False,False,False,False,False
2024-06-29,SolucionesYA,Centro,IMP-006,Impresoras,2,485.53,971.06,-1.3141206227024882,-0.34638989389182784,Low,Small,6.8794175309503816,2024,6,2,5,1,485.53,False,False,False,False,True,False,False,False,False
2023-02-13,BetaTech,Norte,LAP-001,Laptops,8,1106.58,8852.64,0.046722272743650865,1.4888006806188414,High,Medium,9.088583952876576,2023,2,1,0,0,1106.58,True,False,False,False,False,True,False,False,False
2023-11-17,BetaTech,Norte,WEB-007,Cámaras Web,12,773.57,9282.84,0.9539508697077435,0.5047626591748389,High,Large,9.136030533294939,2023,11,4,4,0,773.57,True,False,False,True,False,False,False,False,False
2023-10-24,DataCenter,Norte,WEB-007,Cámaras Web,1,1159.95,1159.95,-1.5409277719435113,1.646507984316828,Low,Small,7.056993914448375,2023,10,4,1,0,1159.95,True,False,False,True,False,False,False,False,False
2023-06-25,GammaRed,Centro,IMP-006,Impresoras,2,532.5,1065.0,-1.3141206227024882,-0.2075944647238604,Low,Small,6.97166860472579,2023,6,2,6,1,532.5,False,False,False,False,True,False,False,False,False
2023-04-19,SolucionesYA,Centro,WEB-007,Cámaras Web,10,489.53,4895.299999999999,0.5003365712256972,-0.33456997231056596,Medium,Medium,8.49623509682476,2023,4,2,2,0,489.5299999999999,False,False,False,True,False,False,False,False,False
2023-03-22,BetaTech,Norte,AUD-005,Audífonos,12,417.32,5007.84,0.9539508697077435,-0.5479491066562956,Medium,Large,8.51895963034395,2023,3,1,2,0,417.32,True,False,True,False,False,False,False,False,False
2023-12-08,InnovaCorp,Centro,MON-002,Monitores,9,765.37,6888.33,0.273529421984674,0.4805318199332519,High,Medium,8.837729116899096,2023,12,4,4,0,765.37,False,False,False,False,False,False,True,False,False
2024-06-27,SolucionesYA,Centro,IMP-006,Impresoras,6,876.94,5261.64,-0.40689202573839545,0.8102189826385984,Medium,Medium,8.56838808096219,2024,6,2,3,0,876.94,False,False,False,False,True,False,False,False,False
2024-10-22,InnovaCorp,Centro,MOU-004,Ratones,2,188.54,377.08,-1.3141206227024882,-1.2239895214965677,Low,Small,5.935105813438597,2024,10,4,1,0,188.54,False,False,False,False,False,False,False,True,False
2023-07-22,InnovaCorp,Centro,TEC-003,Teclados,13,914.6,11889.800000000001,1.1807580189487668,0.9215035443261788,High,Large,9.383520270852854,2023,7,3,5,1,914.6000000000001,False,False,False,False,False,False,False,False,True
2023-03-19,InnovaCorp,Centro,ALM-008,Almacenamiento,8,909.02,7272.16,0.046722272743650865,0.9050147537203183,High,Medium,8.891946139087594,2023,3,1,6,1,909.02,False,False,False,False,False,False,False,False,False
2024-08-16,GammaRed,Centro,IMP-006,Impresoras,14,1165.6,16318.399999999998,1.4075651681897898,1.66320362355036,High,Large,9.700109863136378,2024,8,3,4,0,1165.6,False,False,False,False,True,False,False,False,False
2023-11-20,InnovaCorp,Centro,ALM-008,Almacenamiento,2,570.67,1141.34,-1.3141206227024882,-0.09480286303466921,Low,Small,7.04083406919764,2023,11,4,0,0,570.67,False,False,False,False,False,False,False,False,False
2024-10-08,MegaStore,Sur,AUD-005,Audífonos,10,81.56,815.6,0.5003365712256972,-1.540113324187416,Low,Medium,6.7051493788854755,2024,10,4,1,0,81.56,False,True,True,False,False,False,False,False,False
2024-06-03,DataCenter,Norte,AUD-005,Audífonos,8,550.52,4404.16,0.046722272743650865,-0.15434571800027577,Medium,Medium,8.390531860071592,2024,6,2,0,0,550.52,True,False,True,False,False,False,False,False,False
2023-02-28,AlphaSys,Sur,AUD-005,Audífonos,2,778.93,1557.86,-1.3141206227024882,0.5206013540937294,Low,Small,7.351710063870825,2023,2,1,1,0,778.93,False,True,True,False,False,False,False,False,False
2023-04-03,BetaTech,Norte,ALM-008,Almacenamiento,10,671.86,6718.6,0.5003365712256972,0.2042116031673028,High,Medium,8.812783907936058,2023,4,2,0,0,671.86,True,False,False,False,False,False,False,False,False
2023-02-12,GammaRed,Centro,MOU-004,Ratones,6,731.93,4391.58,-0.40689202573839545,0.38171727551390255,Medium,Medium,8.387672032758234,2023,2,1,6,1,731.93,False,False,False,False,False,False,False,True,False
2024-05-28,InnovaCorp,Centro,LAP-001,Laptops,8,137.65,1101.2,0.046722272743650865,-1.3743684738141717,Low,Medium,7.005063461449135,2024,5,2,1,0,137.65,False,False,False,False,False,True,False,False,False
2023-12-18,DataCenter,Norte,TEC-003,Teclados,1,308.58,308.58,-1.5409277719435113,-0.8692736748428993,Low,Small,5.735216540145731,2023,12,4,0,0,308.58,True,False,False,False,False,False,False,False,True
2024-03-24,GammaRed,Centro,TEC-003,Teclados,6,456.83,2740.98,-0.40689202573839545,-0.43119783123738165,Medium,Medium,7.916435566149634,2024,3,1,6,1,456.83,False,False,False,False,False,False,False,False,True
2023-10-17,BetaTech,Norte,WEB-007,Cámaras Web,13,415.97,5407.610000000001,1.1807580189487668,-0.5519383301899714,Medium,Large,8.595747407219815,2023,10,4,1,0,415.97,True,False,False,True,False,False,False,False,False
2024-09-04,TecnoShop,Norte,IMP-006,Impresoras,2,405.68,811.36,-1.3141206227024882,-0.5823450784577676,Low,Small,6.699943591664909,2024,9,3,2,0,405.68,True,False,False,False,True,False,False,False,False
2024-07-25,BetaTech,Norte,AUD-005,Audífonos,5,872.62,4363.1,-0.6336991749794186,0.7974534673308354,Medium,Medium,8.381167261447526,2024,7,3,3,0,872.6200000000001,True,False,True,False,False,False,False,False,False
2024-11-03,InnovaCorp,Centro,IMP-006,Impresoras,2,705.55,1411.1,-1.3141206227024882,0.3037648926854806,Low,Small,7.252833237075206,2024,11,4,6,1,705.55,False,False,False,False,True,False,False,False,False
2023-05-25,AlphaSys,Sur,AUD-005,Audífonos,11,842.7,9269.7,0.7271437204667204,0.7090404539029969,High,Large,9.134614168114592,2023,5,2,3,0,842.7,False,True,True,False,False,False,False,False,False
2024-02-06,InnovaCorp,Centro,MON-002,Monitores,5,677.32,3386.6000000000004,-0.6336991749794186,0.22034579612572536,Medium,Medium,8.127876985047443,2024,2,1,1,0,677.32,False,False,False,False,False,False,True,False,False
2024-10-20,AlphaSys,Sur,TEC-003,Teclados,11,847.85,9326.35,0.7271437204667204,0.7242586029388715,High,Large,9.140706223486509,2024,10,4,6,1,847.85,False,True,False,False,False,False,False,False,True
2024-12-02,DataCenter,Norte,WEB-007,Cámaras Web,9,443.77,3993.93,0.273529421984674,-0.4697898752002016,Medium,Medium,8.292781336144486,2024,12,4,0,0,443.77,True,False,False,True,False,False,False,False,False
2024-01-07,MegaStore,Sur,TEC-003,Teclados,4,419.95,1679.8,-0.8605063242204418,-0.5401775082166159,Low,Small,7.427025149530791,2024,1,1,6,1,419.95,False,True,False,False,False,False,False,False,True
2024-05-12,SolucionesYA,Centro,MOU-004,Ratones,3,198.61,595.83,-1.087313473461465,-1.1942328689157409,Low,Small,6.391632315722667,2024,5,2,6,1,198.61,False,False,False,False,False,False,False,True,False
2023-10-30,DataCenter,Norte,LAP-001,Laptops,11,414.07,4554.7699999999995,0.7271437204667204,-0.5575527929410709,Medium,Large,8.424149840413051,2023,10,4,0,0,414.06999999999994,True,False,False,False,False,True,False,False,False
2024-09-24,InnovaCorp,Centro,WEB-007,Cámaras Web,3,207.26,621.78,-1.087313473461465,-1.1686722884962621,Low,Small,6.434193326406315,2024,9,3,1,0,207.26,False,False,False,True,False,False,False,False,False
2024-12-10,InnovaCorp,Centro,ALM-008,Almacenamiento,1,501.87,501.87,-1.5409277719435113,-0.298105514232373,Low,Small,6.220331687391787,2024,12,4,1,0,501.87,False,False,False,False,False,False,False,False,False
2024-11-23,SolucionesYA,Centro,ALM-008,Almacenamiento,10,352.64,3526.3999999999996,0.5003365712256972,-0.7390772386252998,Medium,Medium,8.168316334636264,2024,11,4,5,1,352.64,False,False,False,False,False,False,False,False,False
2024-04-04,SolucionesYA,Centro,MOU-004,Ratones,5,1159.23,5796.15,-0.6336991749794186,1.6443803984322007,High,Medium,8.66512169645779,2024,4,2,3,0,1159.23,False,False,False,False,False,False,False,True,False
2024-04-25,SolucionesYA,Centro,IMP-006,Impresoras,11,1137.35,12510.849999999999,0.7271437204667204,1.5797254273826982,High,Large,9.434431474222182,2024,4,2,3,0,1137.35,False,False,False,False,True,False,False,False,False
2024-03-27,GammaRed,Centro,AUD-005,Audífonos,13,467.52,6077.76,1.1807580189487668,-0.39960909081145934,High,Large,8.712556006791699,2024,3,1,2,0,467.52000000000004,False,False,True,False,False,False,False,False,False
2024-06-24,BetaTech,Norte,TEC-003,Teclados,14,251.64,3522.96,1.4075651681897898,-1.0375302585521617,Medium,Large,8.167340636253853,2024,6,2,0,0,251.64000000000001,True,False,False,False,False,False,False,False,True
2024-09-11,InnovaCorp,Centro,AUD-005,Audífonos,1,774.8,774.8,-1.5409277719435113,0.5083972850610765,Low,Small,6.653894755005867,2024,9,3,2,0,774.8,False,False,True,False,False,False,False,False,False
2024-01-16,DataCenter,Norte,MON-002,Monitores,5,114.39,571.95,-0.6336991749794186,-1.4431013178092094,Low,Medium,6.350798452872457,2024,1,1,1,0,114.39000000000001,True,False,False,False,False,False,True,False,False
2023-06-14,MegaStore,Sur,ALM-008,Almacenamiento,15,623.32,9349.800000000001,1.634372317430813,0.06077685477869026,High,Large,9.143217180119883,2023,6,2,2,0,623.32,False,True,False,False,False,False,False,False,False
2024-03-23,DataCenter,Norte,MOU-004,Ratones,14,549.59,7694.26,1.4075651681897898,-0.15709384976791899,High,Large,8.948359833876312,2024,3,1,5,1,549.59,True,False,False,False,False,False,False,True,False
2023-12-24,TecnoShop,Norte,WEB-007,Cámaras Web,1,484.8,484.8,-1.5409277719435113,-0.348547029580408,Low,Small,6.185797016568072,2023,12,4,6,1,484.8,True,False,False,True,False,False,False,False,False
2024-01-18,SolucionesYA,Centro,WEB-007,Cámaras Web,2,459.27,918.54,-1.3141206227024882,-0.42398767907281193,Low,Small,6.823873545001404,2024,1,1,3,0,459.27,False,False,False,True,False,False,False,False,False
2023-01-29,AlphaSys,Sur,MON-002,Monitores,14,861.92,12066.88,1.4075651681897898,0.7658351771009598,High,Large,9.398302656576877,2023,1,1,6,1,861.92,False,True,False,False,False,False,True,False,False
2023-12-10,InnovaCorp,Centro,TEC-003,Teclados,1,354.95,354.95,-1.5409277719435113,-0.7322512339121211,Low,Small,5.874790271549882,2023,12,4,6,1,354.95,False,False,False,False,False,False,False,False,True
2024-04-28,InnovaCorp,Centro,ALM-008,Almacenamiento,8,744.19,5953.52,0.046722272743650865,0.4179453351604705,High,Medium,8.691905874006675,2024,4,2,6,1,744.19,False,False,False,False,False,False,False,False,False
2023-03-23,TecnoShop,Norte,AUD-005,Audífonos,4,1004.43,4017.72,-0.8605063242204418,1.1869494332373667,Medium,Small,8.29871872295029,2023,3,1,3,0,1004.43,True,False,True,False,False,False,False,False,False
2024-07-15,BetaTech,Norte,MON-002,Monitores,13,356.4,4633.2,1.1807580189487668,-0.7279665123389137,Medium,Large,8.441218863318648,2024,7,3,0,0,356.4,True,False,False,False,False,False,True,False,False
2023-11-05,DataCenter,Norte,LAP-001,Laptops,4,512.49,2049.96,-0.8605063242204418,-0.2667236224341228,Low,Small,7.626063255200582,2023,11,4,6,1,512.49,True,False,False,False,False,True,False,False,False
2024-09-29,GammaRed,Centro,MON-002,Monitores,2,1006.47,2012.94,-1.3141206227024882,1.1929775932438105,Low,Small,7.6078482813749515,2024,9,3,6,1,1006.47,False,False,False,False,False,False,True,False,False
2024-05-26,TecnoShop,Norte,MOU-004,Ratones,12,185.14,2221.68,0.9539508697077435,-1.2340364548406402,Medium,Large,7.706468953984822,2024,5,2,6,1,185.14,True,False,False,False,False,False,False,True,False
2024-03-15,TecnoShop,Norte,IMP-006,Impresoras,4,691.24,2764.96,-0.8605063242204418,0.2614791232285165,Medium,Small,7.925143050804158,2024,3,1,4,0,691.24,True,False,False,False,True,False,False,False,False
2023-07-11,DataCenter,Norte,IMP-006,Impresoras,2,1144.78,2289.56,-1.3141206227024882,1.6016809317198921,Medium,Small,7.7365516081376065,2023,7,3,1,0,1144.78,True,False,False,False,True,False,False,False,False
2024-07-11,TecnoShop,Norte,WEB-007,Cámaras Web,14,572.11,8009.54,1.4075651681897898,-0.09054769126541479,High,Large,8.988513453520405,2024,7,3,3,0,572.11,True,False,False,True,False,False,False,False,False
2024-10-12,BetaTech,Norte,IMP-006,Impresoras,5,900.57,4502.85,-0.6336991749794186,0.8800451693799028,Medium,Medium,8.412687865534927,2024,10,4,5,1,900.57,True,False,False,False,True,False,False,False,False
2024-01-01,DataCenter,Norte,IMP-006,Impresoras,4,883.54,3534.16,-0.8605063242204418,0.8297218532476802,Medium,Small,8.170513838975419,2024,1,1,0,0,883.54,True,False,False,False,True,False,False,False,False
2024-10-05,DataCenter,Norte,IMP-006,Impresoras,3,67.54,202.62,-1.087313473461465,-1.581542149329739,Low,Small,5.316255511679049,2024,10,4,5,1,67.54,True,False,False,False,True,False,False,False,False
2024-07-13,AlphaSys,Sur,TEC-003,Teclados,14,938.28,13135.92,1.4075651681897898,0.9914774800872488,High,Large,9.483181865780569,2024,7,3,5,1,938.28,False,True,False,False,False,False,False,False,True
2024-04-20,GammaRed,Centro,TEC-003,Teclados,13,174.8,2272.4,1.1807580189487668,-1.264590952128202,Medium,Large,7.72903178725261,2024,4,2,5,1,174.8,False,False,False,False,False,False,False,False,True
2024-04-13,TecnoShop,Norte,AUD-005,Audífonos,4,66.91,267.64,-0.8605063242204418,-1.5834037869787876,Low,Small,5.59337219332923,2024,4,2,5,1,66.91,True,False,True,False,False,False,False,False,False
2023-07-24,TecnoShop,Norte,IMP-006,Impresoras,15,382.44,5736.6,1.634372317430813,-0.651018822844899,High,Large,8.654796283410814,2023,7,3,0,0,382.44,True,False,False,False,True,False,False,False,False
2024-02-12,GammaRed,Centro,AUD-005,Audífonos,1,907.65,907.65,-1.5409277719435113,0.9009664305787362,Low,Small,6.81195998152727,2024,2,1,0,0,907.65,False,False,True,False,False,False,False,False,False
2023-07-15,MegaStore,Sur,IMP-006,Impresoras,14,940.3,13164.199999999999,1.4075651681897898,0.997446540485786,High,Large,9.485332263611445,2023,7,3,5,1,940.3,False,True,False,False,True,False,False,False,False
2024-11-02,AlphaSys,Sur,AUD-005,Audífonos,2,962.22,1924.44,-1.3141206227024882,1.062219710751101,Low,Small,7.562909792031987,2024,11,4,5,1,962.22,False,True,True,False,False,False,False,False,False
2024-03-23,BetaTech,Norte,ALM-008,Almacenamiento,15,1148.43,17226.45,1.634372317430813,1.612466610162794,High,Large,9.754259320890771,2024,3,1,5,1,1148.43,True,False,False,False,False,False,False,False,False
2023-12-14,InnovaCorp,Centro,ALM-008,Almacenamiento,12,604.57,7254.84,0.9539508697077435,0.0053709723665253005,High,Large,8.889561940835204,2023,12,4,3,0,604.57,False,False,False,False,False,False,False,False,False
2024-06-15,MegaStore,Sur,MON-002,Monitores,12,518.03,6216.36,0.9539508697077435,-0.25035303104407525,High,Large,8.735100658335185,2024,6,2,5,1,518.03,False,True,False,False,False,False,True,False,False
2024-03-16,InnovaCorp,Centro,AUD-005,Audífonos,6,136.58,819.48,-0.40689202573839545,-1.377530302837159,Low,Medium,6.709889534852196,2024,3,1,5,1,136.58,False,False,True,False,False,False,False,False,False
2023-12-02,MegaStore,Sur,AUD-005,Audífonos,8,729.11,5832.88,0.046722272743650865,0.37338423079911315,High,Medium,8.671437581138301,2023,12,4,5,1,729.11,False,True,True,False,False,False,False,False,False
2024-03-12,InnovaCorp,Centro,ALM-008,Almacenamiento,6,544.85,3269.1000000000004,-0.40689202573839545,-0.17110045684171432,Medium,Medium,8.092575844463465,2024,3,1,1,0,544.85,False,False,False,False,False,False,False,False,False
2023-12-28,BetaTech,Norte,AUD-005,Audífonos,11,1176.33,12939.63,0.7271437204667204,1.6949105631920949,High,Large,9.468127253113959,2023,12,4,3,0,1176.33,True,False,True,False,False,False,False,False,False
2023-02-28,DataCenter,Norte,WEB-007,Cámaras Web,6,623.01,3738.06,-0.40689202573839545,0.059860810856142296,Medium,Medium,8.22658952191977,2023,2,1,1,0,623.01,True,False,False,True,False,False,False,False,False
2024-11-26,InnovaCorp,Centro,LAP-001,Laptops,3,1020.67,3062.0099999999998,-1.087313473461465,1.2349383148572899,Medium,Small,8.027153371600544,2024,11,4,1,0,1020.67,False,False,False,False,False,True,False,False,False
2024-11-25,GammaRed,Centro,LAP-001,Laptops,3,94.67,284.01,-1.087313473461465,-1.5013735312048302,Low,Small,5.652524267372389,2024,11,4,0,0,94.67,False,False,False,False,False,True,False,False,False
2024-10-22,AlphaSys,Sur,IMP-006,Impresoras,7,1140.12,7980.839999999999,-0.1800848764973723,1.5879107230777219,High,Medium,8.984924240306295,2024,10,4,1,0,1140.12,False,True,False,False,True,False,False,False,False
2023-02-03,InnovaCorp,Centro,ALM-008,Almacenamiento,6,455.84,2735.04,-0.40689202573839545,-0.434123261828744,Medium,Medium,7.914266898518613,2023,2,1,4,0,455.84,False,False,False,False,False,False,False,False,False
2023-03-20,InnovaCorp,Centro,IMP-006,Impresoras,7,387.55,2712.85,-0.1800848764973723,-0.635918873024837,Medium,Medium,7.906123569891746,2023,3,1,0,0,387.55,False,False,False,False,True,False,False,False,False
2023-10-13,SolucionesYA,Centro,MON-002,Monitores,1,886.77,886.77,-1.5409277719435113,0.8392664399245492,Low,Small,6.788712700434535,2023,10,4,4,0,886.77,False,False,False,False,False,False,True,False,False
2024-05-26,BetaTech,Norte,MON-002,Monitores,5,933.33,4666.650000000001,-0.6336991749794186,0.9768503271304374,Medium,Medium,8.448411012017864,2024,5,2,6,1,933.3300000000002,True,False,False,False,False,False,True,False,False
2024-12-21,GammaRed,Centro,MOU-004,Ratones,10,353.41,3534.1000000000004,0.5003365712256972,-0.7368019037209068,Medium,Medium,8.1704968664737,2024,12,4,5,1,353.41,False,False,False,False,False,False,False,True,False
2024-05-17,SolucionesYA,Centro,MON-002,Monitores,3,1025.6,3076.7999999999997,-1.087313473461465,1.2495063682061949,Medium,Small,8.03197033502975,2024,5,2,4,0,1025.6,False,False,False,False,False,False,True,False,False
2024-04-07,InnovaCorp,Centro,ALM-008,Almacenamiento,2,975.46,1950.92,-1.3141206227024882,1.1013436511850778,Low,Small,7.576568782526629,2024,4,2,6,1,975.46,False,False,False,False,False,False,False,False,False
2023-11-24,AlphaSys,Sur,MON-002,Monitores,9,657.47,5917.2300000000005,0.273529421984674,0.16168943527871332,High,Medium,8.685792696686194,2023,11,4,4,0,657.47,False,True,False,False,False,False,True,False,False
2023-11-04,InnovaCorp,Centro,TEC-003,Teclados,13,443.37,5763.81,1.1807580189487668,-0.47097186735832774,High,Large,8.659527474657882,2023,11,4,5,1,443.37,False,False,False,False,False,False,False,False,True
2023-08-18,DataCenter,Norte,MOU-004,Ratones,13,179.57,2334.41,1.1807580189487668,-1.2504956956425473,Medium,Large,7.755942743554174,2023,8,3,4,0,179.57,True,False,False,False,False,False,False,True,False
2024-05-20,TecnoShop,Norte,IMP-006,Impresoras,9,693.15,6238.349999999999,0.273529421984674,0.26712313578356894,High,Medium,8.738631289271083,2024,5,2,0,0,693.15,True,False,False,False,True,False,False,False,False
2024-04-23,InnovaCorp,Centro,MON-002,Monitores,2,381.51,763.02,-1.3141206227024882,-0.6537669546125424,Low,Small,6.638593966834353,2024,4,2,1,0,381.51,False,False,False,False,False,False,True,False,False
2024-05-05,BetaTech,Norte,WEB-007,Cámaras Web,14,696.26,9747.64,1.4075651681897898,0.2763131248130001,High,Large,9.184883067083165,2024,5,2,6,1,696.26,True,False,False,True,False,False,False,False,False
2023-05-09,AlphaSys,Sur,MON-002,Monitores,8,567.01,4536.08,0.046722272743650865,-0.10561809128152372,Medium,Medium,8.420038912305511,2023,5,2,1,0,567.01,False,True,False,False,False,False,True,False,False
2024-06-13,AlphaSys,Sur,TEC-003,Teclados,15,997.43,14961.449999999999,1.634372317430813,1.1662645704701584,High,Large,9.613299008173092,2024,6,2,3,0,997.43,False,True,False,False,False,False,False,False,True
2024-07-18,InnovaCorp,Centro,TEC-003,Teclados,7,610.89,4276.23,-0.1800848764973723,0.024046448464918848,Medium,Medium,8.361060882792254,2024,7,3,3,0,610.89,False,False,False,False,False,False,False,False,True
2023-02-26,DataCenter,Norte,TEC-003,Teclados,5,210.12,1050.6,-0.6336991749794186,-1.1602210445656598,Low,Medium,6.958068092855726,2023,2,1,6,1,210.11999999999998,True,False,False,False,False,False,False,False,True
2023-11-27,SolucionesYA,Centro,IMP-006,Impresoras,9,1075.49,9679.41,0.273529421984674,1.3969303401284838,High,Medium,9.17785953474556,2023,11,4,0,0,1075.49,False,False,False,False,True,False,False,False,False
2023-03-22,MegaStore,Sur,MOU-004,Ratones,11,1148.28,12631.08,0.7271437204667204,1.6120233631034964,High,Large,9.443994889037652,2023,3,1,2,0,1148.28,False,True,False,False,False,False,False,True,False
2023-10-09,InnovaCorp,Centro,AUD-005,Audífonos,10,647.17,6471.7,0.5003365712256972,0.13125313720696383,High,Medium,8.775348611109674,2023,10,4,0,0,647.17,False,False,True,False,False,False,False,False,False
2024-05-29,InnovaCorp,Centro,TEC-003,Teclados,3,795.6,2386.8,-1.087313473461465,0.5698608772836384,Medium,Small,7.778127718911288,2024,5,2,2,0,795.6,False,False,False,False,False,False,False,False,True
2024-09-11,AlphaSys,Sur,LAP-001,Laptops,14,1038.58,14540.119999999999,1.4075651681897898,1.2878620137373897,High,Large,9.58473577700677,2024,9,3,2,0,1038.58,False,True,False,False,False,True,False,False,False
2023-03-25,TecnoShop,Norte,AUD-005,Audífonos,11,264.81,2912.91,0.7271437204667204,-0.9986131667458571,Medium,Large,7.977251100897267,2023,3,1,5,1,264.81,True,False,True,False,False,False,False,False,False
2024-08-08,BetaTech,Norte,LAP-001,Laptops,8,1068.46,8547.68,0.046722272743650865,1.376156827949416,High,Medium,9.053532164047153,2024,8,3,3,0,1068.46,True,False,False,False,False,True,False,False,False
2024-07-12,MegaStore,Sur,AUD-005,Audífonos,8,305.18,2441.44,0.046722272743650865,-0.8793206081869718,Medium,Medium,7.800752818620331,2024,7,3,4,0,305.18,False,True,True,False,False,False,False,False,False
2024-12-02,BetaTech,Norte,AUD-005,Audífonos,8,101.47,811.76,0.046722272743650865,-1.481279664516685,Low,Medium,6.700435863014812,2024,12,4,0,0,101.47,True,False,True,False,False,False,False,False,False
